t (s),T0 (C),T1 (C)
8090,49,26
8095,49,26
8100,49,26
8105,49,26
8110,49,26
8115,49,26
8120,50,26
8125,50,26
8130,50,26
8135,50,26
8140,50,26
8145,50,26
8150,51,26
8155,51,26
8160,51,26
8165,51,26
8170,51,26
8175,52,26
8180,52,26
8185,52,26
8190,52,26
8195,52,26
8200,52,26
8205,52,26
8210,53,26
8215,53,26
8220,53,26
8225,53,26
8230,53,26
8235,53,26
8240,53,26
8245,53,26
8250,54,26
8255,54,26
8260,54,26
8265,54,26
8270,54,26
8275,55,26
8280,55,26
8285,55,26
8290,55,26
8295,55,26
8300,55,26
8305,55,26
8310,55,26
8315,56,26
8320,56,26
8325,56,26
8330,56,26
8335,56,26
8340,57,26
8345,57,26
8350,57,26
8355,57,26
8360,57,26
8365,57,26
8370,57,26
8375,58,26
8380,58,26
8385,58,26
8390,58,26
8395,58,26
8400,58,26
8405,58,26
8410,59,26
8415,59,26
8420,59,26
8425,59,26
8430,59,26
8435,59,26
8440,59,26
8445,59,26
8450,60,26
8455,60,26
8460,60,26
8465,61,26
8470,61,26
8475,61,26
8480,61,26
8485,61,26
8490,61,26
8495,61,26
8500,61,26
8505,61,26
8510,62,26
8515,62,26
8520,62,26
8525,62,26
8530,62,26
8535,62,26
8540,63,26
8545,63,26
8550,63,26
8555,63,26
8560,63,26
8565,63,26
8570,64,26
8575,64,26
8580,64,26
8585,64,26
8590,64,26
8595,64,26
8600,64,26
8605,64,26
8610,65,26
8615,65,26
8620,65,26
8625,65,26
8630,65,26
8635,66,26
8640,66,26
8645,66,26
8650,66,26
8655,66,26
8660,66,26
8665,67,26
8670,67,26
8675,67,26
8680,67,26
8685,67,26
8690,67,26
8695,67,26
8700,67,26
8705,67,26
8710,67,26
8715,67,26
8720,68,26
8725,68,26
8730,68,26
8735,68,26
8740,69,26
8745,69,26
8750,69,26
8755,69,26
8760,69,26
8765,70,26
8770,70,26
8775,70,26
8780,70,26
8785,70,26
8790,70,26
8795,70,26
8800,71,26
8805,71,26
8810,71,26
8815,71,26
8820,71,26
8825,71,26
8830,72,26
8835,72,26
8840,72,26
8845,72,26
8850,72,26
8855,72,26
8860,72,26
8865,73,26
8870,73,26
8875,73,26
8880,73,26
8885,73,26
8890,73,26
8895,73,26
8900,73,26
8905,74,26
8910,74,26
8915,74,26
8920,74,26
8925,74,26
8930,74,26
8935,74,26
8940,74,26
8945,75,26
8950,75,26
8955,75,26
8960,75,26
8965,76,26
8970,76,26
8975,76,26
8980,76,26
8985,76,26
8990,76,26
8995,77,26
9000,77,26
9005,77,26
9010,77,26
9015,77,26
9020,77,26
9025,77,26
9030,77,26
9035,77,26
9040,78,26
9045,78,26
9050,78,26
9055,78,26
9060,79,26
9065,79,26
9070,79,26
9075,79,26
9080,80,26
9085,80,26
9090,80,26
9095,80,26
9100,80,26
9105,80,26
9110,80,26
9115,79,26
9120,79,26
9125,80,26
9130,80,26
9135,80,26
9140,80,26
9145,80,26
9150,80,26
9155,81,26
9160,81,26
9165,81,26
9170,81,26
9175,82,26
9180,82,26
9185,82,26
9190,83,26
9195,83,26
9200,83,26
9205,83,26
9210,83,26
9215,83,26
9220,83,26
9225,84,26
9230,84,26
9235,84,26
9240,84,26
9245,84,26
9250,84,26
9255,84,26
9260,84,26
9265,85,26
9270,85,26
9275,85,26
9280,85,26
9285,85,26
9290,86,26
9295,86,26
9300,86,26
9305,86,26
9310,86,26
9315,86,26
9320,86,26
9325,86,26
9330,86,26
9335,87,26
9340,87,26
9345,87,26
9350,87,26
9355,87,26
9360,87,26
9365,88,26
9370,88,26
9375,88,26
9380,88,26
9385,88,26
9390,88,26
9395,89,26
9400,89,26
9405,89,26
9410,89,26
9415,89,26
9420,89,26
9425,90,26
9430,90,26
9435,90,26
9440,90,26
9445,91,26
9450,91,26
9455,91,26
9460,91,26
9465,91,26
9470,91,26
9475,91,26
9480,91,26
9485,91,26
9490,91,26
9495,91,26
9500,91,26
9505,91,27
9510,92,26
9515,92,26
9520,92,26
9525,93,26
9530,93,26
9535,93,26
9540,93,26
9545,93,26
9550,93,27
9555,93,27
9560,94,26
9565,94,27
9570,94,27
9575,94,27
9580,94,27
9585,94,27
9590,95,27
9595,95,27
9600,95,27
9605,95,27
9610,95,27
9615,95,27
9620,95,27
9625,96,27
9630,96,27
9635,96,27
9640,96,27
9645,96,27
9650,97,27
9655,96,27
9660,97,27
9665,97,27
9670,97,27
9675,97,27
9680,97,27
9685,97,27
9690,97,27
9695,98,27
9700,98,27
9705,98,27
9710,98,27
9715,98,27
9720,98,27
9725,98,27
9730,98,27
9735,99,27
9740,99,27
9745,99,27
9750,99,27
9755,100,27
9760,100,27
9765,100,27
9770,100,27
9775,100,27
9780,101,27
9785,101,27
9790,101,27
9795,101,27
9800,101,27
9805,102,27
9810,102,27
9815,102,27
9820,101,27
9825,102,27
9830,102,27
9835,102,27
9840,102,27
9845,102,27
9850,102,27
9855,102,27
9860,102,27
9865,103,27
9870,103,27
9875,103,27
9880,103,27
9885,103,27
9890,103,27
9895,103,27
9900,104,27
9905,104,27
9910,104,27
9915,104,27
9920,104,27
9925,105,27
9930,105,27
9935,105,27
9940,105,27
9945,106,27
9950,106,27
9955,106,27
9960,107,27
9965,107,27
9970,107,27
9975,107,27
9980,107,27
9985,107,27
9990,107,27
9995,107,27
10000,107,27
10005,107,27
10010,107,27
10015,107,27
10020,107,27
10025,107,27
10030,107,27
10035,107,27
10040,108,27
10045,108,27
10050,108,27
